id,year,month,day,mets,pdf,label
7229,1927,09,16,BDH_1927_09_16-METS.xml,BDH_1927_09_16.pdf,1927-09-16
7230,1927,09,17,BDH_1927_09_17-METS.xml,BDH_1927_09_17.pdf,1927-09-17
7231,1927,09,19,BDH_1927_09_19-METS.xml,BDH_1927_09_19.pdf,1927-09-19
7232,1927,09,20,BDH_1927_09_20-METS.xml,BDH_1927_09_20.pdf,1927-09-20
7233,1927,09,28,BDH_1927_09_28-METS.xml,BDH_1927_09_28.pdf,1927-09-28
7234,1927,09,29,BDH_1927_09_29-METS.xml,BDH_1927_09_29.pdf,1927-09-29
7235,1927,09,30,BDH_1927_09_30-METS.xml,BDH_1927_09_30.pdf,1927-09-30
7236,1927,10,01,BDH_1927_10_01-METS.xml,BDH_1927_10_01.pdf,1927-10-01
7237,1927,10,03,BDH_1927_10_03-METS.xml,BDH_1927_10_03.pdf,1927-10-03
7238,1927,10,04,BDH_1927_10_04-METS.xml,BDH_1927_10_04.pdf,1927-10-04
7239,1927,10,05,BDH_1927_10_05-METS.xml,BDH_1927_10_05.pdf,1927-10-05
7240,1927,10,06,BDH_1927_10_06-METS.xml,BDH_1927_10_06.pdf,1927-10-06
7241,1927,10,07,BDH_1927_10_07-METS.xml,BDH_1927_10_07.pdf,1927-10-07
7242,1927,10,08,BDH_1927_10_08-METS.xml,BDH_1927_10_08.pdf,1927-10-08
7243,1927,10,10,BDH_1927_10_10-METS.xml,BDH_1927_10_10.pdf,1927-10-10
7244,1927,10,11,BDH_1927_10_11-METS.xml,BDH_1927_10_11.pdf,1927-10-11
7245,1927,10,12,BDH_1927_10_12-METS.xml,BDH_1927_10_12.pdf,1927-10-12
7246,1927,10,13,BDH_1927_10_13-METS.xml,BDH_1927_10_13.pdf,1927-10-13
7247,1927,10,14,BDH_1927_10_14-METS.xml,BDH_1927_10_14.pdf,1927-10-14
7248,1927,10,15,BDH_1927_10_15-METS.xml,BDH_1927_10_15.pdf,1927-10-15
7249,1927,10,17,BDH_1927_10_17-METS.xml,BDH_1927_10_17.pdf,1927-10-17
7250,1927,10,18,BDH_1927_10_18-METS.xml,BDH_1927_10_18.pdf,1927-10-18
7251,1927,10,19,BDH_1927_10_19-METS.xml,BDH_1927_10_19.pdf,1927-10-19
7252,1927,10,20,BDH_1927_10_20-METS.xml,BDH_1927_10_20.pdf,1927-10-20
7253,1927,10,21,BDH_1927_10_21-METS.xml,BDH_1927_10_21.pdf,1927-10-21
7254,1927,10,22,BDH_1927_10_22-METS.xml,BDH_1927_10_22.pdf,1927-10-22
7255,1927,10,24,BDH_1927_10_24-METS.xml,BDH_1927_10_24.pdf,1927-10-24
7256,1927,10,25,BDH_1927_10_25-METS.xml,BDH_1927_10_25.pdf,1927-10-25
7257,1927,10,26,BDH_1927_10_26-METS.xml,BDH_1927_10_26.pdf,1927-10-26
7258,1927,10,27,BDH_1927_10_27-METS.xml,BDH_1927_10_27.pdf,1927-10-27
7259,1927,10,28,BDH_1927_10_28-METS.xml,BDH_1927_10_28.pdf,1927-10-28
7260,1927,10,29,BDH_1927_10_29-METS.xml,BDH_1927_10_29.pdf,1927-10-29
7261,1927,10,31,BDH_1927_10_31-METS.xml,BDH_1927_10_31.pdf,1927-10-31
7262,1927,11,01,BDH_1927_11_01-METS.xml,BDH_1927_11_01.pdf,1927-11-01
7263,1927,11,02,BDH_1927_11_02-METS.xml,BDH_1927_11_02.pdf,1927-11-02
7264,1927,11,04,BDH_1927_11_04-METS.xml,BDH_1927_11_04.pdf,1927-11-04
7265,1927,11,05,BDH_1927_11_05-METS.xml,BDH_1927_11_05.pdf,1927-11-05
7266,1927,11,05,BDH_1927_11_05_02-METS.xml,BDH_1927_11_05_02.pdf,"1927-11-05 (Supplement)"
7267,1927,11,07,BDH_1927_11_07-METS.xml,BDH_1927_11_07.pdf,1927-11-07
7268,1927,11,08,BDH_1927_11_08-METS.xml,BDH_1927_11_08.pdf,1927-11-08
7269,1927,11,09,BDH_1927_11_09-METS.xml,BDH_1927_11_09.pdf,1927-11-09
7270,1927,11,10,BDH_1927_11_10-METS.xml,BDH_1927_11_10.pdf,1927-11-10
7271,1927,11,11,BDH_1927_11_11-METS.xml,BDH_1927_11_11.pdf,1927-11-11
7272,1927,11,12,BDH_1927_11_12-METS.xml,BDH_1927_11_12.pdf,1927-11-12
7273,1927,11,14,BDH_1927_11_14-METS.xml,BDH_1927_11_14.pdf,1927-11-14
7274,1927,11,15,BDH_1927_11_15-METS.xml,BDH_1927_11_15.pdf,1927-11-15
7275,1927,11,16,BDH_1927_11_16-METS.xml,BDH_1927_11_16.pdf,1927-11-16
7276,1927,11,17,BDH_1927_11_17-METS.xml,BDH_1927_11_17.pdf,1927-11-17
7277,1927,11,18,BDH_1927_11_18-METS.xml,BDH_1927_11_18.pdf,1927-11-18
7278,1927,11,19,BDH_1927_11_19-METS.xml,BDH_1927_11_19.pdf,1927-11-19
7279,1927,11,21,BDH_1927_11_21-METS.xml,BDH_1927_11_21.pdf,1927-11-21
7280,1927,11,22,BDH_1927_11_22-METS.xml,BDH_1927_11_22.pdf,1927-11-22
7281,1927,11,23,BDH_1927_11_23-METS.xml,BDH_1927_11_23.pdf,1927-11-23
7282,1927,11,24,BDH_1927_11_24_02-METS.xml,BDH_1927_11_24_02.pdf,"1927-11-24 (Supplement)"
7283,1927,11,26,BDH_1927_11_26-METS.xml,BDH_1927_11_26.pdf,1927-11-26
7284,1927,11,28,BDH_1927_11_28-METS.xml,BDH_1927_11_28.pdf,1927-11-28
7285,1927,11,29,BDH_1927_11_29-METS.xml,BDH_1927_11_29.pdf,1927-11-29
7286,1927,11,30,BDH_1927_11_30-METS.xml,BDH_1927_11_30.pdf,1927-11-30
7287,1927,12,05,BDH_1927_12_05-METS.xml,BDH_1927_12_05.pdf,1927-12-05
7288,1927,12,06,BDH_1927_12_06-METS.xml,BDH_1927_12_06.pdf,1927-12-06
7289,1927,12,07,BDH_1927_12_07-METS.xml,BDH_1927_12_07.pdf,1927-12-07
7290,1927,12,08,BDH_1927_12_08-METS.xml,BDH_1927_12_08.pdf,1927-12-08
7291,1927,12,09,BDH_1927_12_09-METS.xml,BDH_1927_12_09.pdf,1927-12-09
7292,1927,12,10,BDH_1927_12_10-METS.xml,BDH_1927_12_10.pdf,1927-12-10
7293,1927,12,17,BDH_1927_12_17_02-METS.xml,BDH_1927_12_17_02.pdf,"1927-12-17 (Supplement)"
7294,1928,01,04,BDH_1928_01_04-METS.xml,BDH_1928_01_04.pdf,1928-01-04
7295,1928,01,05,BDH_1928_01_05-METS.xml,BDH_1928_01_05.pdf,1928-01-05
7296,1928,01,06,BDH_1928_01_06-METS.xml,BDH_1928_01_06.pdf,1928-01-06
7297,1928,01,07,BDH_1928_01_07-METS.xml,BDH_1928_01_07.pdf,1928-01-07
7298,1928,01,09,BDH_1928_01_09-METS.xml,BDH_1928_01_09.pdf,1928-01-09
7299,1928,01,10,BDH_1928_01_10-METS.xml,BDH_1928_01_10.pdf,1928-01-10
7300,1928,01,11,BDH_1928_01_11-METS.xml,BDH_1928_01_11.pdf,1928-01-11
7301,1928,01,12,BDH_1928_01_12-METS.xml,BDH_1928_01_12.pdf,1928-01-12
7302,1928,01,13,BDH_1928_01_13-METS.xml,BDH_1928_01_13.pdf,1928-01-13
7303,1928,01,14,BDH_1928_01_14-METS.xml,BDH_1928_01_14.pdf,1928-01-14
7304,1928,01,16,BDH_1928_01_16-METS.xml,BDH_1928_01_16.pdf,1928-01-16
7305,1928,01,17,BDH_1928_01_17-METS.xml,BDH_1928_01_17.pdf,1928-01-17
7306,1928,01,18,BDH_1928_01_18-METS.xml,BDH_1928_01_18.pdf,1928-01-18
7307,1928,01,19,BDH_1928_01_19-METS.xml,BDH_1928_01_19.pdf,1928-01-19
7308,1928,01,20,BDH_1928_01_20-METS.xml,BDH_1928_01_20.pdf,1928-01-20
7309,1928,01,21,BDH_1928_01_21-METS.xml,BDH_1928_01_21.pdf,1928-01-21
7310,1928,01,23,BDH_1928_01_23-METS.xml,BDH_1928_01_23.pdf,1928-01-23
7311,1928,01,24,BDH_1928_01_24-METS.xml,BDH_1928_01_24.pdf,1928-01-24
7312,1928,01,25,BDH_1928_01_25-METS.xml,BDH_1928_01_25.pdf,1928-01-25
7313,1928,01,26,BDH_1928_01_26-METS.xml,BDH_1928_01_26.pdf,1928-01-26
7314,1928,01,27,BDH_1928_01_27-METS.xml,BDH_1928_01_27.pdf,1928-01-27
7315,1928,01,28,BDH_1928_01_28-METS.xml,BDH_1928_01_28.pdf,1928-01-28
7316,1928,02,15,BDH_1928_02_15-METS.xml,BDH_1928_02_15.pdf,1928-02-15
7317,1928,02,16,BDH_1928_02_16-METS.xml,BDH_1928_02_16.pdf,1928-02-16
7318,1928,02,17,BDH_1928_02_17-METS.xml,BDH_1928_02_17.pdf,1928-02-17
7319,1928,02,18,BDH_1928_02_18-METS.xml,BDH_1928_02_18.pdf,1928-02-18
7320,1928,02,20,BDH_1928_02_20-METS.xml,BDH_1928_02_20.pdf,1928-02-20
7321,1928,02,21,BDH_1928_02_21-METS.xml,BDH_1928_02_21.pdf,1928-02-21
7322,1928,02,22,BDH_1928_02_22-METS.xml,BDH_1928_02_22.pdf,1928-02-22
7323,1928,02,23,BDH_1928_02_23-METS.xml,BDH_1928_02_23.pdf,1928-02-23
7324,1928,02,24,BDH_1928_02_24-METS.xml,BDH_1928_02_24.pdf,1928-02-24
7325,1928,02,24,BDH_1928_02_24_02-METS.xml,BDH_1928_02_24_02.pdf,"1928-02-24 (Supplement)"
7326,1928,02,25,BDH_1928_02_25-METS.xml,BDH_1928_02_25.pdf,1928-02-25
7327,1928,02,27,BDH_1928_02_27-METS.xml,BDH_1928_02_27.pdf,1928-02-27
7328,1928,02,28,BDH_1928_02_28-METS.xml,BDH_1928_02_28.pdf,1928-02-28
7329,1928,03,01,BDH_1928_03_01-METS.xml,BDH_1928_03_01.pdf,1928-03-01
7330,1928,03,02,BDH_1928_03_02-METS.xml,BDH_1928_03_02.pdf,1928-03-02
7331,1928,03,03,BDH_1928_03_03-METS.xml,BDH_1928_03_03.pdf,1928-03-03
7332,1928,03,05,BDH_1928_03_05-METS.xml,BDH_1928_03_05.pdf,1928-03-05
7333,1928,03,06,BDH_1928_03_06-METS.xml,BDH_1928_03_06.pdf,1928-03-06
7334,1928,03,07,BDH_1928_03_07-METS.xml,BDH_1928_03_07.pdf,1928-03-07
7335,1928,03,08,BDH_1928_03_08-METS.xml,BDH_1928_03_08.pdf,1928-03-08
7336,1928,03,09,BDH_1928_03_09-METS.xml,BDH_1928_03_09.pdf,1928-03-09
7337,1928,03,10,BDH_1928_03_10-METS.xml,BDH_1928_03_10.pdf,1928-03-10
7338,1928,03,12,BDH_1928_03_12-METS.xml,BDH_1928_03_12.pdf,1928-03-12
7339,1928,03,13,BDH_1928_03_13-METS.xml,BDH_1928_03_13.pdf,1928-03-13
7340,1928,03,14,BDH_1928_03_14-METS.xml,BDH_1928_03_14.pdf,1928-03-14
7341,1928,03,15,BDH_1928_03_15-METS.xml,BDH_1928_03_15.pdf,1928-03-15
7342,1928,03,16,BDH_1928_03_16-METS.xml,BDH_1928_03_16.pdf,1928-03-16
7343,1928,03,17,BDH_1928_03_17-METS.xml,BDH_1928_03_17.pdf,1928-03-17
7344,1928,03,19,BDH_1928_03_19-METS.xml,BDH_1928_03_19.pdf,1928-03-19
7345,1928,03,20,BDH_1928_03_20-METS.xml,BDH_1928_03_20.pdf,1928-03-20
7346,1928,03,21,BDH_1928_03_21-METS.xml,BDH_1928_03_21.pdf,1928-03-21
7347,1928,03,22,BDH_1928_03_22-METS.xml,BDH_1928_03_22.pdf,1928-03-22
7348,1928,03,23,BDH_1928_03_23-METS.xml,BDH_1928_03_23.pdf,1928-03-23
7349,1928,03,24,BDH_1928_03_24-METS.xml,BDH_1928_03_24.pdf,1928-03-24
7350,1928,03,26,BDH_1928_03_26-METS.xml,BDH_1928_03_26.pdf,1928-03-26
7351,1928,03,27,BDH_1928_03_27-METS.xml,BDH_1928_03_27.pdf,1928-03-27
7352,1928,03,28,BDH_1928_03_28-METS.xml,BDH_1928_03_28.pdf,1928-03-28
7353,1928,03,29,BDH_1928_03_29-METS.xml,BDH_1928_03_29.pdf,1928-03-29
7354,1928,03,30,BDH_1928_03_30-METS.xml,BDH_1928_03_30.pdf,1928-03-30
7355,1928,03,30,BDH_1928_03_30_02-METS.xml,BDH_1928_03_30_02.pdf,"1928-03-30 (Supplement)"
7356,1928,03,31,BDH_1928_03_31-METS.xml,BDH_1928_03_31.pdf,1928-03-31
7357,1928,04,02,BDH_1928_04_02-METS.xml,BDH_1928_04_02.pdf,1928-04-02
7358,1928,04,03,BDH_1928_04_03-METS.xml,BDH_1928_04_03.pdf,1928-04-03
7359,1928,04,04,BDH_1928_04_04-METS.xml,BDH_1928_04_04.pdf,1928-04-04
7360,1928,04,12,BDH_1928_04_12-METS.xml,BDH_1928_04_12.pdf,1928-04-12
7361,1928,04,13,BDH_1928_04_13-METS.xml,BDH_1928_04_13.pdf,1928-04-13
7362,1928,04,14,BDH_1928_04_14-METS.xml,BDH_1928_04_14.pdf,1928-04-14
7363,1928,04,16,BDH_1928_04_16-METS.xml,BDH_1928_04_16.pdf,1928-04-16
7364,1928,04,17,BDH_1928_04_17-METS.xml,BDH_1928_04_17.pdf,1928-04-17
7365,1928,04,18,BDH_1928_04_18-METS.xml,BDH_1928_04_18.pdf,1928-04-18
7366,1928,04,19,BDH_1928_04_19-METS.xml,BDH_1928_04_19.pdf,1928-04-19
7367,1928,04,20,BDH_1928_04_20-METS.xml,BDH_1928_04_20.pdf,1928-04-20
7368,1928,04,21,BDH_1928_04_21-METS.xml,BDH_1928_04_21.pdf,1928-04-21
7369,1928,04,23,BDH_1928_04_23-METS.xml,BDH_1928_04_23.pdf,1928-04-23
7370,1928,04,24,BDH_1928_04_24-METS.xml,BDH_1928_04_24.pdf,1928-04-24
7371,1928,04,25,BDH_1928_04_25-METS.xml,BDH_1928_04_25.pdf,1928-04-25
7372,1928,04,26,BDH_1928_04_26-METS.xml,BDH_1928_04_26.pdf,1928-04-26
7373,1928,04,27,BDH_1928_04_27-METS.xml,BDH_1928_04_27.pdf,1928-04-27
7374,1928,04,28,BDH_1928_04_28-METS.xml,BDH_1928_04_28.pdf,1928-04-28
7375,1928,04,30,BDH_1928_04_30-METS.xml,BDH_1928_04_30.pdf,1928-04-30
7376,1928,05,01,BDH_1928_05_01-METS.xml,BDH_1928_05_01.pdf,1928-05-01
7377,1928,05,01,BDH_1928_05_01_02-METS.xml,BDH_1928_05_01_02.pdf,"1928-05-01 (Supplement)"
7378,1928,05,02,BDH_1928_05_02-METS.xml,BDH_1928_05_02.pdf,1928-05-02
7379,1928,05,03,BDH_1928_05_03-METS.xml,BDH_1928_05_03.pdf,1928-05-03
7380,1928,05,04,BDH_1928_05_04-METS.xml,BDH_1928_05_04.pdf,1928-05-04
7381,1928,05,05,BDH_1928_05_05-METS.xml,BDH_1928_05_05.pdf,1928-05-05
7382,1928,05,07,BDH_1928_05_07-METS.xml,BDH_1928_05_07.pdf,1928-05-07
7383,1928,05,08,BDH_1928_05_08-METS.xml,BDH_1928_05_08.pdf,1928-05-08
7384,1928,05,09,BDH_1928_05_09-METS.xml,BDH_1928_05_09.pdf,1928-05-09
7385,1928,05,10,BDH_1928_05_10-METS.xml,BDH_1928_05_10.pdf,1928-05-10
7386,1928,05,11,BDH_1928_05_11-METS.xml,BDH_1928_05_11.pdf,1928-05-11
7387,1928,05,11,BDH_1928_05_11_02-METS.xml,BDH_1928_05_11_02.pdf,"1928-05-11 (Supplement)"
7388,1928,05,12,BDH_1928_05_12-METS.xml,BDH_1928_05_12.pdf,1928-05-12
7389,1928,05,14,BDH_1928_05_14-METS.xml,BDH_1928_05_14.pdf,1928-05-14
7390,1928,05,15,BDH_1928_05_15-METS.xml,BDH_1928_05_15.pdf,1928-05-15
7391,1928,05,16,BDH_1928_05_16-METS.xml,BDH_1928_05_16.pdf,1928-05-16
7392,1928,05,18,BDH_1928_05_18-METS.xml,BDH_1928_05_18.pdf,1928-05-18
7393,1928,05,19,BDH_1928_05_19-METS.xml,BDH_1928_05_19.pdf,1928-05-19
7394,1928,05,21,BDH_1928_05_21-METS.xml,BDH_1928_05_21.pdf,1928-05-21
7395,1928,05,22,BDH_1928_05_22-METS.xml,BDH_1928_05_22.pdf,1928-05-22
7396,1928,05,23,BDH_1928_05_23-METS.xml,BDH_1928_05_23.pdf,1928-05-23
7397,1928,05,24,BDH_1928_05_24-METS.xml,BDH_1928_05_24.pdf,1928-05-24
7398,1928,05,25,BDH_1928_05_25-METS.xml,BDH_1928_05_25.pdf,1928-05-25
7399,1928,05,26,BDH_1928_05_26-METS.xml,BDH_1928_05_26.pdf,1928-05-26
7400,1928,05,28,BDH_1928_05_28-METS.xml,BDH_1928_05_28.pdf,1928-05-28
7401,1928,05,29,BDH_1928_05_29-METS.xml,BDH_1928_05_29.pdf,1928-05-29
7402,1928,05,31,BDH_1928_05_31-METS.xml,BDH_1928_05_31.pdf,1928-05-31
7403,1930,01,07,BDH_1930_01_07-METS.xml,BDH_1930_01_07.pdf,1930-01-07
7404,1930,01,15,BDH_1930_01_15-METS.xml,BDH_1930_01_15.pdf,1930-01-15
7405,1930,09,01,BDH_1930_09_01-METS.xml,BDH_1930_09_01.pdf,1930-09-01
7406,1930,09,02,BDH_1930_09_02-METS.xml,BDH_1930_09_02.pdf,1930-09-02
7407,1930,09,03,BDH_1930_09_03-METS.xml,BDH_1930_09_03.pdf,1930-09-03
7408,1930,09,10,BDH_1930_09_10-METS.xml,BDH_1930_09_10.pdf,1930-09-10
7409,1930,09,11,BDH_1930_09_11-METS.xml,BDH_1930_09_11.pdf,1930-09-11
7410,1930,09,12,BDH_1930_09_12-METS.xml,BDH_1930_09_12.pdf,1930-09-12
7411,1930,09,15,BDH_1930_09_15-METS.xml,BDH_1930_09_15.pdf,1930-09-15
7412,1930,09,16,BDH_1930_09_16-METS.xml,BDH_1930_09_16.pdf,1930-09-16
7413,1930,09,17,BDH_1930_09_17-METS.xml,BDH_1930_09_17.pdf,1930-09-17
7414,1930,09,18,BDH_1930_09_18-METS.xml,BDH_1930_09_18.pdf,1930-09-18
7415,1930,09,19,BDH_1930_09_19-METS.xml,BDH_1930_09_19.pdf,1930-09-19
7416,1930,09,24,BDH_1930_09_24-METS.xml,BDH_1930_09_24.pdf,1930-09-24
7417,1930,09,25,BDH_1930_09_25-METS.xml,BDH_1930_09_25.pdf,1930-09-25
7418,1930,09,27,BDH_1930_09_27-METS.xml,BDH_1930_09_27.pdf,1930-09-27
7419,1930,09,29,BDH_1930_09_29-METS.xml,BDH_1930_09_29.pdf,1930-09-29
7420,1930,09,30,BDH_1930_09_30-METS.xml,BDH_1930_09_30.pdf,1930-09-30
7421,1930,10,01,BDH_1930_10_01-METS.xml,BDH_1930_10_01.pdf,1930-10-01
7422,1930,10,02,BDH_1930_10_02-METS.xml,BDH_1930_10_02.pdf,1930-10-02
7423,1930,10,03,BDH_1930_10_03-METS.xml,BDH_1930_10_03.pdf,1930-10-03
7424,1930,10,04,BDH_1930_10_04-METS.xml,BDH_1930_10_04.pdf,1930-10-04
7425,1930,10,06,BDH_1930_10_06-METS.xml,BDH_1930_10_06.pdf,1930-10-06
7426,1930,10,07,BDH_1930_10_07-METS.xml,BDH_1930_10_07.pdf,1930-10-07
7427,1930,10,09,BDH_1930_10_09-METS.xml,BDH_1930_10_09.pdf,1930-10-09
7428,1930,10,10,BDH_1930_10_10-METS.xml,BDH_1930_10_10.pdf,1930-10-10
7429,1930,10,13,BDH_1930_10_13-METS.xml,BDH_1930_10_13.pdf,1930-10-13
7430,1930,10,14,BDH_1930_10_14-METS.xml,BDH_1930_10_14.pdf,1930-10-14
7431,1930,10,15,BDH_1930_10_15-METS.xml,BDH_1930_10_15.pdf,1930-10-15
7432,1930,10,17,BDH_1930_10_17-METS.xml,BDH_1930_10_17.pdf,1930-10-17
7433,1930,10,20,BDH_1930_10_20-METS.xml,BDH_1930_10_20.pdf,1930-10-20
7434,1930,10,21,BDH_1930_10_21-METS.xml,BDH_1930_10_21.pdf,1930-10-21
7435,1930,10,22,BDH_1930_10_22-METS.xml,BDH_1930_10_22.pdf,1930-10-22
7436,1930,10,23,BDH_1930_10_23-METS.xml,BDH_1930_10_23.pdf,1930-10-23
7437,1930,10,24,BDH_1930_10_24-METS.xml,BDH_1930_10_24.pdf,1930-10-24
7438,1930,10,25,BDH_1930_10_25-METS.xml,BDH_1930_10_25.pdf,1930-10-25
7439,1930,10,27,BDH_1930_10_27-METS.xml,BDH_1930_10_27.pdf,1930-10-27
7440,1930,10,28,BDH_1930_10_28-METS.xml,BDH_1930_10_28.pdf,1930-10-28
7441,1930,10,29,BDH_1930_10_29-METS.xml,BDH_1930_10_29.pdf,1930-10-29
7442,1930,10,30,BDH_1930_10_30-METS.xml,BDH_1930_10_30.pdf,1930-10-30
7443,1930,11,03,BDH_1930_11_03-METS.xml,BDH_1930_11_03.pdf,1930-11-03
7444,1930,11,04,BDH_1930_11_04-METS.xml,BDH_1930_11_04.pdf,1930-11-04
7445,1930,11,05,BDH_1930_11_05-METS.xml,BDH_1930_11_05.pdf,1930-11-05
7446,1930,11,06,BDH_1930_11_06-METS.xml,BDH_1930_11_06.pdf,1930-11-06
7447,1930,11,07,BDH_1930_11_07-METS.xml,BDH_1930_11_07.pdf,1930-11-07
7448,1930,11,08,BDH_1930_11_08-METS.xml,BDH_1930_11_08.pdf,1930-11-08
7449,1930,11,10,BDH_1930_11_10-METS.xml,BDH_1930_11_10.pdf,1930-11-10
7450,1930,11,12,BDH_1930_11_12-METS.xml,BDH_1930_11_12.pdf,1930-11-12
7451,1930,11,13,BDH_1930_11_13-METS.xml,BDH_1930_11_13.pdf,1930-11-13
7452,1930,11,14,BDH_1930_11_14-METS.xml,BDH_1930_11_14.pdf,1930-11-14
7453,1930,11,15,BDH_1930_11_15-METS.xml,BDH_1930_11_15.pdf,1930-11-15
7454,1930,11,17,BDH_1930_11_17-METS.xml,BDH_1930_11_17.pdf,1930-11-17
7455,1930,11,18,BDH_1930_11_18-METS.xml,BDH_1930_11_18.pdf,1930-11-18
7456,1930,11,19,BDH_1930_11_19-METS.xml,BDH_1930_11_19.pdf,1930-11-19
7457,1930,11,20,BDH_1930_11_20-METS.xml,BDH_1930_11_20.pdf,1930-11-20
7458,1930,11,21,BDH_1930_11_21-METS.xml,BDH_1930_11_21.pdf,1930-11-21
7459,1930,11,24,BDH_1930_11_24-METS.xml,BDH_1930_11_24.pdf,1930-11-24
7460,1930,11,25,BDH_1930_11_25-METS.xml,BDH_1930_11_25.pdf,1930-11-25
7461,1930,11,26,BDH_1930_11_26-METS.xml,BDH_1930_11_26.pdf,1930-11-26
7462,1930,12,04,BDH_1930_12_04-METS.xml,BDH_1930_12_04.pdf,1930-12-04
7463,1930,12,05,BDH_1930_12_05-METS.xml,BDH_1930_12_05.pdf,1930-12-05
7464,1930,12,06,BDH_1930_12_06-METS.xml,BDH_1930_12_06.pdf,1930-12-06
7465,1930,12,08,BDH_1930_12_08-METS.xml,BDH_1930_12_08.pdf,1930-12-08
7466,1930,12,09,BDH_1930_12_09-METS.xml,BDH_1930_12_09.pdf,1930-12-09
7467,1931,01,05,BDH_1931_01_05-METS.xml,BDH_1931_01_05.pdf,1931-01-05
7468,1931,01,06,BDH_1931_01_06-METS.xml,BDH_1931_01_06.pdf,1931-01-06
7469,1931,01,08,BDH_1931_01_08-METS.xml,BDH_1931_01_08.pdf,1931-01-08
7470,1931,01,09,BDH_1931_01_09-METS.xml,BDH_1931_01_09.pdf,1931-01-09
7471,1931,01,10,BDH_1931_01_10-METS.xml,BDH_1931_01_10.pdf,1931-01-10
7472,1931,01,12,BDH_1931_01_12-METS.xml,BDH_1931_01_12.pdf,1931-01-12
7473,1931,01,13,BDH_1931_01_13-METS.xml,BDH_1931_01_13.pdf,1931-01-13
7474,1931,01,14,BDH_1931_01_14-METS.xml,BDH_1931_01_14.pdf,1931-01-14
7475,1931,01,16,BDH_1931_01_16-METS.xml,BDH_1931_01_16.pdf,1931-01-16
7476,1931,01,17,BDH_1931_01_17-METS.xml,BDH_1931_01_17.pdf,1931-01-17
7477,1931,01,20,BDH_1931_01_20-METS.xml,BDH_1931_01_20.pdf,1931-01-20
7478,1931,01,21,BDH_1931_01_21-METS.xml,BDH_1931_01_21.pdf,1931-01-21
7479,1931,01,22,BDH_1931_01_22-METS.xml,BDH_1931_01_22.pdf,1931-01-22
7480,1931,01,23,BDH_1931_01_23-METS.xml,BDH_1931_01_23.pdf,1931-01-23
7481,1931,01,24,BDH_1931_01_24-METS.xml,BDH_1931_01_24.pdf,1931-01-24
7482,1931,02,10,BDH_1931_02_10-METS.xml,BDH_1931_02_10.pdf,1931-02-10
7483,1931,02,11,BDH_1931_02_11-METS.xml,BDH_1931_02_11.pdf,1931-02-11
7484,1931,02,12,BDH_1931_02_12-METS.xml,BDH_1931_02_12.pdf,1931-02-12
7485,1931,02,13,BDH_1931_02_13-METS.xml,BDH_1931_02_13.pdf,1931-02-13
7486,1931,02,14,BDH_1931_02_14-METS.xml,BDH_1931_02_14.pdf,1931-02-14
7487,1931,02,16,BDH_1931_02_16-METS.xml,BDH_1931_02_16.pdf,1931-02-16
7488,1931,02,17,BDH_1931_02_17-METS.xml,BDH_1931_02_17.pdf,1931-02-17
7489,1931,02,18,BDH_1931_02_18-METS.xml,BDH_1931_02_18.pdf,1931-02-18
7490,1931,02,19,BDH_1931_02_19-METS.xml,BDH_1931_02_19.pdf,1931-02-19
7491,1931,02,20,BDH_1931_02_20-METS.xml,BDH_1931_02_20.pdf,1931-02-20
7492,1931,02,21,BDH_1931_02_21-METS.xml,BDH_1931_02_21.pdf,1931-02-21
7493,1931,02,23,BDH_1931_02_23-METS.xml,BDH_1931_02_23.pdf,1931-02-23
7494,1931,02,24,BDH_1931_02_24-METS.xml,BDH_1931_02_24.pdf,1931-02-24
7495,1931,02,25,BDH_1931_02_25-METS.xml,BDH_1931_02_25.pdf,1931-02-25
7496,1931,02,26,BDH_1931_02_26-METS.xml,BDH_1931_02_26.pdf,1931-02-26
7497,1931,02,27,BDH_1931_02_27-METS.xml,BDH_1931_02_27.pdf,1931-02-27
7498,1931,02,28,BDH_1931_02_28-METS.xml,BDH_1931_02_28.pdf,1931-02-28
7499,1931,03,02,BDH_1931_03_02-METS.xml,BDH_1931_03_02.pdf,1931-03-02
7500,1931,03,03,BDH_1931_03_03-METS.xml,BDH_1931_03_03.pdf,1931-03-03
7501,1931,03,04,BDH_1931_03_04-METS.xml,BDH_1931_03_04.pdf,1931-03-04
7502,1931,03,05,BDH_1931_03_05-METS.xml,BDH_1931_03_05.pdf,1931-03-05
7503,1931,03,06,BDH_1931_03_06-METS.xml,BDH_1931_03_06.pdf,1931-03-06
7504,1931,03,07,BDH_1931_03_07-METS.xml,BDH_1931_03_07.pdf,1931-03-07
7505,1931,03,09,BDH_1931_03_09-METS.xml,BDH_1931_03_09.pdf,1931-03-09
7506,1931,03,10,BDH_1931_03_10-METS.xml,BDH_1931_03_10.pdf,1931-03-10
7507,1931,03,11,BDH_1931_03_11-METS.xml,BDH_1931_03_11.pdf,1931-03-11
7508,1931,03,12,BDH_1931_03_12-METS.xml,BDH_1931_03_12.pdf,1931-03-12
7509,1931,03,13,BDH_1931_03_13-METS.xml,BDH_1931_03_13.pdf,1931-03-13
7510,1931,03,14,BDH_1931_03_14-METS.xml,BDH_1931_03_14.pdf,1931-03-14
7511,1931,03,17,BDH_1931_03_17-METS.xml,BDH_1931_03_17.pdf,1931-03-17
