id,year,month,day,mets,pdf,label
3322,1969,12,09,1260640230387989.xml,1260640230393646.pdf,1969-12-09
3323,1969,12,10,1260640230420008.xml,1260640230425713.pdf,1969-12-10
3324,1969,12,11,1260640230453101.xml,1260640230458629.pdf,1969-12-11
3325,1969,12,12,1260640230490442.xml,1260640230496144.pdf,1969-12-12
3326,1969,12,15,1260640230529176.xml,1260640230534829.pdf,1969-12-15
3327,1969,11,20,126064023072611.xml,126064023079610.pdf,1969-11-20
3328,1969,12,16,1260640230765079.xml,1260640230773337.pdf,1969-12-16
3329,1969,12,17,1260640230812199.xml,1260640230820249.pdf,1969-12-17
3330,1970,01,07,1260640230858637.xml,1260640230866040.pdf,1970-01-07
3331,1970,01,09,1260640230896508.xml,1260640230902298.pdf,1970-01-09
3332,1970,01,13,1260640230931035.xml,1260640230938803.pdf,1970-01-13
3333,1970,01,29,1260640230966068.xml,1260640230971979.pdf,1970-01-29
3334,1970,02,03,1260640231106127.xml,1260640231112920.pdf,1970-02-03
3335,1970,01,30,126064023114229.xml,126064023121786.pdf,1970-01-30
3336,1970,02,04,1260640231145284.xml,1260640231151918.pdf,1970-02-04
3337,1970,02,05,1260640231183841.xml,1260640231196414.pdf,1970-02-05
3338,1970,02,06,1260640231256684.xml,1260640231263272.pdf,1970-02-06
3339,1970,02,09,1260640231302896.xml,1260640231310300.pdf,1970-02-09
3340,1970,02,10,1260640231350093.xml,1260640231356685.pdf,1970-02-10
3341,1970,02,11,1260640231382471.xml,1260640231388441.pdf,1970-02-11
3342,1970,02,12,1260640231413557.xml,1260640231418987.pdf,1970-02-12
3343,1970,02,13,1260640231447298.xml,1260640231452810.pdf,1970-02-13
3344,1970,02,16,1260640231482580.xml,1260640231491693.pdf,1970-02-16
3345,1970,02,17,1260640231529147.xml,1260640231535659.pdf,1970-02-17
3346,1970,02,18,1260640231563254.xml,1260640231568756.pdf,1970-02-18
3347,1970,02,19,1260640231596139.xml,1260640231601557.pdf,1970-02-19
3348,1970,02,20,1260640231633683.xml,1260640231639280.pdf,1970-02-20
3349,1970,02,02,126064023165023.xml,126064023172247.pdf,1970-02-02
3350,1970,02,23,1260640231670114.xml,1260640231675445.pdf,1970-02-23
3351,1970,02,24,1260640231700875.xml,1260640231706187.pdf,1970-02-24
3352,1970,02,25,1260640231732778.xml,1260640231740953.pdf,1970-02-25
3353,1970,02,26,1260640231770273.xml,1260640231776460.pdf,1970-02-26
3354,1970,02,27,1260640231802151.xml,1260640231807844.pdf,1970-02-27
3355,1970,03,03,1260640231833528.xml,1260640231839031.pdf,1970-03-03
3356,1970,03,04,1260640231874831.xml,1260640231880470.pdf,1970-03-04
3357,1970,03,05,1260640231907978.xml,1260640231913518.pdf,1970-03-05
3358,1970,03,06,1260640231940690.xml,1260640231946497.pdf,1970-03-06
3359,1970,03,09,1260640231973534.xml,1260640231979040.pdf,1970-03-09
3360,1970,03,12,1260640232115735.xml,1260640232123359.pdf,1970-03-12
3361,1970,03,10,126064023212362.xml,126064023219255.pdf,1970-03-10
3362,1970,03,13,1260640232177624.xml,1260640232184183.pdf,1970-03-13
3363,1970,03,16,1260640232237899.xml,1260640232245325.pdf,1970-03-16
3364,1970,03,17,1260640232277751.xml,1260640232283670.pdf,1970-03-17
3365,1970,03,18,1260640232310533.xml,1260640232316048.pdf,1970-03-18
3366,1970,03,19,1260640232343563.xml,1260640232349177.pdf,1970-03-19
3367,1970,03,20,1260640232387191.xml,1260640232393388.pdf,1970-03-20
3368,1970,03,23,1260640232422188.xml,1260640232427553.pdf,1970-03-23
3369,1970,03,24,1260640232455996.xml,1260640232461597.pdf,1970-03-24
3370,1970,03,25,1260640232488894.xml,1260640232494568.pdf,1970-03-25
3371,1970,03,26,1260640232525226.xml,1260640232530832.pdf,1970-03-26
3372,1970,03,11,126064023253004.xml,126064023265547.pdf,1970-03-11
3373,1970,03,26,1260640232642661.xml,1260640232651469.pdf,1970-03-26
3374,1970,04,07,1260640232769837.xml,1260640232776647.pdf,1970-04-07
3375,1970,04,08,1260640232805000.xml,1260640232810700.pdf,1970-04-08
3376,1970,04,09,1260640232838526.xml,1260640232844319.pdf,1970-04-09
3377,1970,04,10,1260640232950820.xml,1260640232956767.pdf,1970-04-10
3378,1970,04,13,1260640232984676.xml,1260640232990476.pdf,1970-04-13
3379,1970,04,16,1260640233106069.xml,1260640233114010.pdf,1970-04-16
3380,1970,04,18,1260640233146137.xml,1260640233153417.pdf,1970-04-18
3381,1970,04,20,1260640233203106.xml,1260640233210146.pdf,1970-04-20
3382,1970,04,14,126064023323614.xml,126064023331276.pdf,1970-04-14
3383,1970,04,21,1260640233244153.xml,1260640233251401.pdf,1970-04-21
3384,1970,04,22,1260640233287248.xml,1260640233294526.pdf,1970-04-22
3385,1970,04,23,1260640233329642.xml,1260640233336710.pdf,1970-04-23
3386,1970,04,24,1260640233386771.xml,1260640233393496.pdf,1970-04-24
3387,1970,04,27,1260640233450140.xml,1260640233457462.pdf,1970-04-27
3388,1970,04,28,1260640233489474.xml,1260640233495123.pdf,1970-04-28
3389,1970,04,29,1260640233522314.xml,1260640233528230.pdf,1970-04-29
3390,1970,04,30,1260640233555754.xml,1260640233562010.pdf,1970-04-30
3391,1970,05,01,1260640233590621.xml,1260640233596817.pdf,1970-05-01
3392,1970,05,05,1260640233625799.xml,1260640233632162.pdf,1970-05-05
3393,1970,04,15,126064023364806.xml,126064023371680.pdf,1970-04-15
3394,1970,05,06,1260640233654724.xml,1260640233660675.pdf,1970-05-06
3395,1970,05,07,1260640233676992.xml,1260640233682786.pdf,1970-05-07
3396,1970,05,08,1260640233712007.xml,1260640233719834.pdf,1970-05-08
3397,1970,05,10,1260640233756219.xml,1260640233764237.pdf,1970-05-10
3398,1970,05,12,1260640233785260.xml,1260640233790851.pdf,1970-05-12
3399,1970,05,14,1260640233810772.xml,1260640233816308.pdf,1970-05-14
3400,1970,05,15,1260640233837301.xml,1260640233842747.pdf,1970-05-15
3401,1970,06,01,1260640233869654.xml,1260640233875390.pdf,1970-06-01
3402,1970,06,01,1260640233934044.xml,1260640233940096.pdf,1970-06-01
3403,1985,01,24,1260640234167403.xml,1260640234174396.pdf,1985-01-24
3404,1985,01,25,1260640234241784.xml,1260640234253281.pdf,1985-01-25
3405,1985,01,25,1260640234365758.xml,1260640234377582.pdf,1985-01-25
3406,1985,01,28,1260640234570422.xml,1260640234585417.pdf,1985-01-28
3407,1985,01,23,126064023465496.xml,126064023472132.pdf,1985-01-23
3408,1985,01,29,1260640234672765.xml,1260640234678757.pdf,1985-01-29
3409,1985,01,30,1260640234742505.xml,1260640234748365.pdf,1985-01-30
3410,1985,01,31,1260640234811635.xml,1260640234817572.pdf,1985-01-31
3411,1985,02,01,1260640234885353.xml,1260640234891124.pdf,1985-02-01
3412,1985,02,04,1260640235221392.xml,1260640235228944.pdf,1985-02-04
3413,1985,02,05,1260640235295198.xml,1260640235302164.pdf,1985-02-05
3414,1985,02,06,1260640235353092.xml,1260640235360595.pdf,1985-02-06
3415,1985,02,07,1260640235448839.xml,1260640235457026.pdf,1985-02-07
3416,1985,02,08,1260640235532108.xml,1260640235538180.pdf,1985-02-08
3417,1985,02,11,1260640235610430.xml,1260640235616082.pdf,1985-02-11
3418,1985,02,01,126064023564038.xml,126064023570846.pdf,1985-02-01
3419,1985,02,12,1260640235668973.xml,1260640235678647.pdf,1985-02-12
3420,1985,02,13,1260640235733845.xml,1260640235739550.pdf,1985-02-13
3421,1985,02,14,1260640235804524.xml,1260640235810839.pdf,1985-02-14
3422,1985,02,15,1260640235864243.xml,1260640235870500.pdf,1985-02-15
3423,1985,02,20,1260640235919644.xml,1260640235925934.pdf,1985-02-20
3424,1985,02,21,1260640235990977.xml,1260640235997063.pdf,1985-02-21
3425,1985,02,22,1260640236177145.xml,1260640236185299.pdf,1985-02-22
3426,1985,02,25,1260640236348088.xml,1260640236356119.pdf,1985-02-25
3427,1985,02,26,1260640236403353.xml,1260640236410078.pdf,1985-02-26
